,toeflScore,greV,greQ,greA,cgpa,cgpaScale,univName
9801,104,146,168,3,0.7585,100,University of Southern California
9802,118,161,165,4,0.6963,100,University of Southern California
9803,114,152,164,3.5,0.82,10,University of Southern California
9804,110,159,168,4,0.7368,100,University of Southern California
9805,111,158,164,3.5,0.7922,100,University of Southern California
9807,93,130,130,3.5,0.63,100,University of Southern California
9809,106,130,130,3,0.75,100,University of Southern California
9810,102,130,170,4,0.73,100,University of Southern California
9812,92,145,163,3,0.7338,100,University of Southern California
9814,106,165,170,4.5,0.866,10,University of Southern California
9815,96,160,170,3,0.66,100,University of Southern California
9816,103,156,130,4,0.7,100,University of Southern California
9817,111,164,170,3,0.8,100,University of Southern California
9818,107,163,166,4,0.858,10,University of Southern California
9819,117,155,165,4.5,0.879,10,University of Southern California
9821,100,150,170,3,0.811,100,University of Southern California
9822,115,158,167,4,0.97,10,University of Southern California
9823,106,152,164,3.5,0.928,100,University of Southern California
9824,107,154,160,3,0.8161,100,University of Southern California
9825,108,157,170,3.5,0.954,10,University of Southern California
9827,111,151,163,3.5,0.926,10,University of Southern California
9828,94,156,161,3,0.832,10,University of Southern California
9829,95,145,158,3.5,0.8455,100,University of Southern California
9831,106,130,170,3.5,0.73,100,University of Southern California
9832,93,130,169,3.5,0.7008,100,University of Southern California
9833,114,157,168,3.5,0.91,10,University of Southern California
9834,89,145,165,3,0.838,10,University of Southern California
9835,102,150,163,3,0.917,10,University of Southern California
9836,90,156,130,3,0.89,10,University of Southern California
9837,102,157,166,3,0.927,10,University of Southern California
9838,100,148,165,3,0.82,100,University of Southern California
9839,114,156,169,3.5,0.856,10,University of Southern California
9840,106,145,170,3.5,0.924,10,University of Southern California
9841,99,157,170,3,0.75,100,University of Southern California
9842,113,157,166,4,0.82,100,University of Southern California
9844,97,130,167,3,0.65,100,University of Southern California
9846,109,130,169,4.5,0.753,10,University of Southern California
9847,97,156,130,3.5,0.74,100,University of Southern California
9848,95,155,166,3,0.8,100,University of Southern California
9849,7,151,167,3,0.8,10,University of Southern California
9850,100,148,166,3,0.7,100,University of Southern California
9851,114,130,170,5,0.85,100,University of Southern California
9853,90,159,167,3,0.84,100,University of Southern California
9854,101,148,160,3,0.76,100,University of Southern California
9855,98,153,159,3,0.885,10,University of Southern California
9856,116,153,163,4,0.927,10,University of Southern California
9857,113,130,170,4,0.83,10,University of Southern California
9859,111,160,170,4,0.7,100,University of Southern California
9860,107,159,167,3,0.8,100,University of Southern California
9861,110,153,168,4,0.835,10,University of Southern California
9862,104,150,159,3,0.712,100,University of Southern California
9863,111,157,169,3.5,0.64,100,University of Southern California
9864,108,159,163,3,0.859,10,University of Southern California
9865,110,151,165,3.5,0.96,10,University of Southern California
9866,98,142,165,3.5,0.78,100,University of Southern California
9867,110,155,162,4.5,0.88,10,University of Southern California
9868,109,157,160,4,0.823,10,University of Southern California
9869,92,130,170,3.5,0.7544,100,University of Southern California
9870,103,153,164,3,0.844,10,University of Southern California
9871,110,130,170,5,0.7133,100,University of Southern California
9872,111,157,170,4,0.8,100,University of Southern California
9873,110,168,160,4,0.81,10,University of Southern California
9874,106,154,159,3,0.7,100,University of Southern California
9875,106,156,170,3.5,0.805,10,University of Southern California
9877,112,160,170,4,0.6818,100,University of Southern California
9878,104,157,160,4,0.81,100,University of Southern California
9879,93,142,170,3,0.72,100,University of Southern California
9880,99,145,159,3,0.819,10,University of Southern California
9881,113,161,168,3.5,0.83,10,University of Southern California
9882,108,151,160,3,0.899,10,University of Southern California
9883,109,161,170,3,0.75,100,University of Southern California
9884,114,162,166,3.5,0.72,100,University of Southern California
9885,108,153,162,4,0.7493,100,University of Southern California
9886,111,146,170,4.5,0.859,10,University of Southern California
9887,114,165,167,5.5,0.941,10,University of Southern California
9888,106,155,167,3.5,0.74,100,University of Southern California
9889,101,153,153,3,0.836,10,University of Southern California
9890,115,161,165,4,0.7,100,University of Southern California
9891,118,157,169,4.5,0.928,10,University of Southern California
9892,107,130,170,3,0.63,100,University of Southern California
9893,104,148,169,4,0.81,100,University of Southern California
9894,113,130,170,3.5,0.861,10,University of Southern California
9896,106,150,163,4,0.785,100,University of Southern California
9897,112,160,164,3.5,0.7904,100,University of Southern California
9898,117,130,170,4.5,0.87,10,University of Southern California
9900,100,148,156,3.5,0.63,100,University of Southern California
9901,104,130,170,3,0.69,100,University of Southern California
9903,101,154,170,3,0.732,100,University of Southern California
9904,110,165,170,4.9,0,0,University of Southern California
9905,108,151,169,3,0.836,10,University of Southern California
9907,103,130,169,3,0.75,100,University of Southern California
9908,112,158,170,3.5,0.8,100,University of Southern California
9910,117,162,130,3.5,0.965,10,University of Southern California
9912,94,154,159,3,0.7,100,University of Southern California
9913,105,163,130,3,0.825,10,University of Southern California
9914,91,143,157,3,0.871,10,University of Southern California
9915,106,152,157,4,0.892,10,University of Southern California
9916,106,153,161,4,0.78,100,University of Southern California
9917,92,148,165,4,0.65,100,University of Southern California
9918,93,148,161,3,0.899,10,University of Southern California
9919,114,130,169,3,0.8005,100,University of Southern California
9921,103,163,168,4,0.7904,100,University of Southern California
9922,110,162,170,3.5,0.703,100,University of Southern California
9923,111,160,166,3.5,0.84,10,University of Southern California
9924,105,154,170,3,0.68,100,University of Southern California
9925,86,137,169,3,0.686,100,University of Southern California
9926,118,165,167,4,0.676,100,University of Southern California
9927,98,130,130,3,0.73,100,University of Southern California
9929,105,158,162,4,0.7025,100,University of Southern California
9930,106,130,130,4,0.8,100,University of Southern California
9931,111,155,162,4,0.962,10,University of Southern California
9932,100,149,161,4,0.858,10,University of Southern California
9933,95,141,160,3,0.85,10,University of Southern California
9934,95,152,170,3,0.825,4,University of Southern California
9935,115,167,170,4,0.755,100,University of Southern California
9936,95,143,170,3,0.73,100,University of Southern California
9937,118,130,170,4.5,0.8066,100,University of Southern California
9938,113,152,167,4,0.887,10,University of Southern California
9939,118,163,168,5,0.73,100,University of Southern California
9940,109,153,163,4,0.695,100,University of Southern California
9941,106,154,166,3,0.908,100,University of Southern California
9943,108,130,170,4,0.87,10,University of Southern California
9944,98,152,163,4,0.878,10,University of Southern California
9945,108,166,170,4.5,0.874,10,University of Southern California
9947,112,152,162,4,0.6145,100,University of Southern California
9948,116,155,163,4,0.922,10,University of Southern California
9949,102,150,161,3.5,0.86,10,University of Southern California
9950,113,154,170,4.5,0.787,100,University of Southern California
9951,105,152,170,4.5,0.7615,100,University of Southern California
9952,103,130,169,3.5,0.8,100,University of Southern California
9953,106,150,130,3,0.906,10,University of Southern California
9955,117,160,165,4,0.95,10,University of Southern California
9957,106,154,163,4,0.79,10,University of Southern California
9959,110,162,170,4,0.943,10,University of Southern California
9960,103,143,160,3.5,0.936,10,University of Southern California
9962,111,165,170,3.5,0.07,100,University of Southern California
9963,106,152,165,4,0.9425,4,University of Southern California
9964,109,153,164,4.5,0.826,100,University of Southern California
9966,112,156,166,3.5,0.834,10,University of Southern California
9967,99,148,162,3.5,0.8,10,University of Southern California
9968,101,148,166,2,0.985,4,University of Southern California
9969,104,157,166,4,0.876,10,University of Southern California
9970,111,160,163,4.5,0.848,10,University of Southern California
9973,112,164,170,5,0.81,100,University of Southern California
9974,114,154,167,4.5,0.908,10,University of Southern California
9975,102,151,161,3.5,0.72,100,University of Southern California
9976,117,162,162,4,0.881,10,University of Southern California
