,toeflScore,greV,greQ,greA,cgpa,cgpaScale,univName
2929,103,154,162,3.5,0.79,10,University of Utah
2930,107,130,169,3.5,0.6272,100,University of Utah
2931,91,144,169,3,0.837,10,University of Utah
2932,102,153,161,4,0.802,10,University of Utah
2933,116,159,170,4.5,0.983,10,University of Utah
2934,100,152,166,3.5,0.7623,100,University of Utah
2935,114,167,170,4,0.728,10,University of Utah
2936,110,155,159,3.5,0.83,100,University of Utah
2937,107,151,168,3.5,0.79,100,University of Utah
2938,108,145,165,3.5,0.9,10,University of Utah
2939,107,153,161,3.5,0.858,10,University of Utah
2940,112,152,165,4,0.872,10,University of Utah
2941,115,163,165,3,0.7065,100,University of Utah
2942,111,156,170,3.5,0.77,100,University of Utah
2944,100,147,164,3,0.811,10,University of Utah
2945,97,150,164,3.5,0.825,10,University of Utah
2946,108,130,130,4.5,0.7073,100,University of Utah
2947,111,158,166,4,0.956,10,University of Utah
2948,108,160,154,3.5,0.7026,100,University of Utah
2949,116,165,170,4,0.65,100,University of Utah
2950,101,149,167,3.5,0.786,10,University of Utah
2951,100,145,162,3.5,0.83,10,University of Utah
2953,119,157,165,5,0.891,10,University of Utah
2954,99,130,169,4,0.898,10,University of Utah
2956,101,142,156,3,0.86,10,University of Utah
2957,106,155,170,3.5,0.932,10,University of Utah
2958,115,154,162,3.5,0.82,100,University of Utah
2960,104,130,130,3.5,0.814,10,University of Utah
2961,108,155,130,3.5,0.69,100,University of Utah
2962,90,149,130,3,0.71,100,University of Utah
2963,102,130,170,5,0.91,10,University of Utah
2966,107,152,158,3.5,0.8,100,University of Utah
2967,57,130,161,4,0.83,100,University of Utah
2968,112,157,162,3.5,0.63,100,University of Utah
2969,110,156,167,4,0.851,10,University of Utah
2970,119,169,130,5,0.69,100,University of Utah
2971,105,155,170,3,0.723,10,University of Utah
2973,117,164,165,4.5,0.783,10,University of Utah
2974,106,130,168,3.5,0.867,10,University of Utah
2975,101,151,160,3,0.863,10,University of Utah
2976,94,154,163,3.5,0.78,100,University of Utah
2977,101,152,168,3,0.762,100,University of Utah
2979,101,156,130,4,0.748,10,University of Utah
2980,107,152,162,3.5,0.64,100,University of Utah
2981,97,145,157,3,0.706,100,University of Utah
2982,101,153,168,3.5,0.922,10,University of Utah
2984,113,160,157,4.5,0.74,100,University of Utah
2985,111,154,161,4,0.77,100,University of Utah
2986,100,159,170,3,0.72,100,University of Utah
2987,107,152,162,3.5,0.75,100,University of Utah
2989,101,152,162,3.5,0.68,100,University of Utah
2990,104,148,166,4,0.693,100,University of Utah
2991,118,164,168,5,0.9725,4,University of Utah
2993,110,146,154,4.5,0,0,University of Utah
2994,107,151,168,3,0.807,10,University of Utah
2995,116,163,170,4,0.98,10,University of Utah
2996,98,154,170,3,0.7531,100,University of Utah
2997,93,145,158,3.5,0.834,10,University of Utah
3000,102,164,170,3.5,0.6548,100,University of Utah
3301,110,153,157,3.5,0.71,100,University of Texas Dallas
3302,109,130,130,3,0.6919,100,University of Texas Dallas
3303,90,152,160,3,0.775,100,University of Texas Dallas
3304,107,130,130,5.5,0.59,100,University of Texas Dallas
3305,99,145,159,3,0.847,100,University of Texas Dallas
3306,100,144,160,4,0.86,10,University of Texas Dallas
3307,100,144,158,3,0.664,100,University of Texas Dallas
3308,108,154,160,3.5,0.73,100,University of Texas Dallas
3309,104,163,130,3.5,0.759,100,University of Texas Dallas
3310,98,153,164,3,0.851,10,University of Texas Dallas
3311,100,152,164,3.5,0.839,10,University of Texas Dallas
3312,102,159,166,2,0.886,10,University of Texas Dallas
3313,104,130,170,4,0.75,100,University of Texas Dallas
3314,106,148,164,3,0.771,10,University of Texas Dallas
3315,105,154,162,4,0.81,10,University of Texas Dallas
3317,102,140,161,3,0.67,100,University of Texas Dallas
3318,111,165,130,4,0.546,100,University of Texas Dallas
3319,107,153,130,4,0.86,10,University of Texas Dallas
3320,105,159,170,3.5,0.82,100,University of Texas Dallas
3321,113,156,163,4,0.67,100,University of Texas Dallas
3322,100,152,160,3.5,0.73,100,University of Texas Dallas
3323,110,160,170,3.5,0.74,100,University of Texas Dallas
3324,97,151,170,3,0.68,100,University of Texas Dallas
3326,99,150,130,3.5,0.75,100,University of Texas Dallas
3328,81,148,170,2.5,0.57,100,University of Texas Dallas
3329,100,151,159,3,0.865,10,University of Texas Dallas
3330,116,159,164,3.5,0.88,10,University of Texas Dallas
3331,92,152,161,3,0.625,100,University of Texas Dallas
3332,107,130,170,3,0.7167,100,University of Texas Dallas
3333,87,150,157,3,0.945,4,University of Texas Dallas
3334,108,130,170,3.5,0.86,10,University of Texas Dallas
3335,101,150,165,4,0.77,100,University of Texas Dallas
3337,108,130,130,3.5,0.722,100,University of Texas Dallas
3338,100,163,169,3,0.5912,100,University of Texas Dallas
3339,105,159,168,3,0.672,10,University of Texas Dallas
3340,100,130,170,3.5,0,0,University of Texas Dallas
3341,91,143,170,2.5,0.82,10,University of Texas Dallas
3342,96,145,159,3.5,0.72,100,University of Texas Dallas
3343,105,130,169,3,0.65,100,University of Texas Dallas
3344,94,146,165,3.5,0.75,4,University of Texas Dallas
3346,102,143,130,3,0.9,10,University of Texas Dallas
3347,85,141,130,3.5,0.635,100,University of Texas Dallas
3349,106,150,167,4,0.7334,100,University of Texas Dallas
3350,101,130,130,3,0.57,100,University of Texas Dallas
3351,117,150,163,3.5,0.78,100,University of Texas Dallas
3352,89,149,161,3.5,0.88,10,University of Texas Dallas
3353,104,150,168,3,0.61,100,University of Texas Dallas
3354,94,140,162,3,0.883,10,University of Texas Dallas
3355,112,157,170,5,0.7267,100,University of Texas Dallas
3356,109,156,162,3.5,0.733,10,University of Texas Dallas
3357,106,148,161,3,0.751,100,University of Texas Dallas
3358,95,145,168,4,0.7292,100,University of Texas Dallas
3359,92,156,130,3.5,0.92,10,University of Texas Dallas
3360,110,130,170,3.5,0,0,University of Texas Dallas
3362,89,143,160,3,0.7,100,University of Texas Dallas
3364,116,159,161,3,0.61,100,University of Texas Dallas
3365,102,155,130,3.5,0.53,100,University of Texas Dallas
3366,108,153,161,3.5,0.845,10,University of Texas Dallas
3368,94,152,161,3.5,0.81,10,University of Texas Dallas
3369,109,153,159,4,0.769,10,University of Texas Dallas
3370,104,165,170,3,0.635,100,University of Texas Dallas
3371,98,145,163,3.5,0.792,100,University of Texas Dallas
3372,96,164,170,2.5,0.81,10,University of Texas Dallas
3373,107,155,130,4,0,0,University of Texas Dallas
3374,93,146,170,3,0.7,10,University of Texas Dallas
3376,110,156,165,3,0.761,10,University of Texas Dallas
3377,109,162,170,4,0.84,10,University of Texas Dallas
3378,99,130,169,3,0.84,100,University of Texas Dallas
3379,96,157,170,3,0.84,100,University of Texas Dallas
3380,104,146,159,3,0.966,10,University of Texas Dallas
3381,100,149,163,3.5,0.84,10,University of Texas Dallas
3383,109,155,170,3.5,0.8,100,University of Texas Dallas
3385,90,153,130,4,0.78,100,University of Texas Dallas
3387,107,159,170,3.5,0.69,100,University of Texas Dallas
3388,87,150,162,3,0.84,10,University of Texas Dallas
3389,105,153,162,3,0,0,University of Texas Dallas
3390,116,157,156,3,0.624,100,University of Texas Dallas
3391,107,152,156,3.5,0.895,10,University of Texas Dallas
3392,114,162,165,4.5,0.6544,100,University of Texas Dallas
3393,93,149,130,3,0.77,10,University of Texas Dallas
3394,109,149,164,3.5,0.688,100,University of Texas Dallas
3395,107,130,170,3.5,0.7646,100,University of Texas Dallas
3396,116,170,130,3.5,0.71,100,University of Texas Dallas
3397,87,130,130,2.5,0.81,100,University of Texas Dallas
3398,111,154,161,3.5,0.878,10,University of Texas Dallas
3399,106,156,161,4,0.94,10,University of Texas Dallas
3401,100,146,160,3.5,0.802,10,University of Texas Dallas
3403,104,150,161,4.5,0.622,100,University of Texas Dallas
3407,88,145,130,3,0.825,100,University of Texas Dallas
3408,86,135,148,3,0.954,10,University of Texas Dallas
3411,110,159,169,4.5,0.8667,10,University of Texas Dallas
3412,105,147,163,3.5,0.808,10,University of Texas Dallas
3414,103,149,158,3,0.74,100,University of Texas Dallas
3415,105,130,169,3.5,0.71,100,University of Texas Dallas
3416,112,163,170,4.5,0.76,100,University of Texas Dallas
3417,82,130,130,3,0.79,100,University of Texas Dallas
3418,102,130,130,3,0.8,100,University of Texas Dallas
3419,108,161,130,3.5,0.805,10,University of Texas Dallas
3420,105,148,159,4,0.73,100,University of Texas Dallas
3421,100,130,130,3.5,0.757,10,University of Texas Dallas
3422,112,157,166,4,0.07,100,University of Texas Dallas
3423,108,143,158,3,0.723,100,University of Texas Dallas
3424,111,148,163,4.5,0.925,10,University of Texas Dallas
3425,107,130,170,4,0.58,100,University of Texas Dallas
3426,112,156,161,4,0.77,100,University of Texas Dallas
3428,116,159,164,5,0.86,10,University of Texas Dallas
3429,113,153,165,4,0.69,100,University of Texas Dallas
3430,96,141,162,3,0,0,University of Texas Dallas
3431,111,156,130,3.5,0.68,100,University of Texas Dallas
3432,97,148,160,3.5,0.57,100,University of Texas Dallas
3433,103,153,170,3,0.74,100,University of Texas Dallas
3434,104,154,158,4,0.867,10,University of Texas Dallas
3435,96,149,158,3.5,0.71,100,University of Texas Dallas
3437,110,151,158,3.5,0.71,100,University of Texas Dallas
3439,111,156,130,3.5,0.756,100,University of Texas Dallas
3441,105,156,161,3.5,0.75,100,University of Texas Dallas
3442,101,152,158,3.5,0.75,100,University of Texas Dallas
3443,107,154,170,3,0.781,10,University of Texas Dallas
3444,99,160,130,3,0.75,4,University of Texas Dallas
3445,95,130,170,4,0.72,100,University of Texas Dallas
3446,104,145,158,4,0.65,100,University of Texas Dallas
3447,89,147,155,3,0.7,100,University of Texas Dallas
3448,116,159,168,4,0.7248,100,University of Texas Dallas
3449,89,147,155,3.5,0,0,University of Texas Dallas
3450,91,156,170,3.5,0.73,100,University of Texas Dallas
3451,107,154,170,3,0.781,10,University of Texas Dallas
3452,98,130,170,3,0.643,100,University of Texas Dallas
3453,103,151,165,3,0.675,100,University of Texas Dallas
3454,91,143,158,3,0.592,100,University of Texas Dallas
3455,98,144,164,3.5,0.7,100,University of Texas Dallas
3457,81,149,165,3,0.85,100,University of Texas Dallas
3458,84,152,130,3,0.7525,4,University of Texas Dallas
3459,95,147,156,3,0.52,100,University of Texas Dallas
3461,108,130,130,3.5,0.73,10,University of Texas Dallas
3463,107,155,156,3.5,0.84,100,University of Texas Dallas
3464,98,143,167,3.5,0.7,100,University of Texas Dallas
3465,111,160,169,4.5,0.782,10,University of Texas Dallas
3466,94,151,166,2.5,0.887,10,University of Texas Dallas
3467,112,155,162,4.5,0.633,100,University of Texas Dallas
3468,103,154,163,3.5,0.758,100,University of Texas Dallas
3470,83,158,169,3,0.67,100,University of Texas Dallas
3471,101,149,156,3.5,0.795,100,University of Texas Dallas
3472,108,150,170,3.5,0.825,10,University of Texas Dallas
3473,100,152,162,3,0.762,10,University of Texas Dallas
3474,106,148,153,3,0.86,4,University of Texas Dallas
3475,109,159,170,4,0.771,10,University of Texas Dallas
3476,112,152,156,3.5,0.734,100,University of Texas Dallas
3477,113,155,162,3.5,0.7,100,University of Texas Dallas
3478,101,152,169,3,0.64,100,University of Texas Dallas
3479,97,151,159,3,0.73,100,University of Texas Dallas
3481,107,150,159,4,0.842,10,University of Texas Dallas
3483,97,149,130,3.5,0.929,10,University of Texas Dallas
3484,98,152,130,2.5,0.617,100,University of Texas Dallas
3487,109,153,161,3,0.703,100,University of Texas Dallas
3488,106,150,155,5.5,0.72,100,University of Texas Dallas
3489,105,155,169,3,0.68,100,University of Texas Dallas
3490,87,144,170,3,0.6,100,University of Texas Dallas
3491,103,146,161,4,0.7012,100,University of Texas Dallas
3492,97,152,163,3.5,0.6088,100,University of Texas Dallas
3494,102,149,168,3,0.73,100,University of Texas Dallas
3495,98,143,159,3.5,0.7109,100,University of Texas Dallas
3496,98,149,167,3,0.811,10,University of Texas Dallas
3497,109,149,161,4,0.7784,100,University of Texas Dallas
3498,107,157,170,3.5,0.73,10,University of Texas Dallas
3499,93,151,159,3,0.8,100,University of Texas Dallas
3500,110,130,130,3,0.6,100,University of Texas Dallas
3501,103,148,162,3,0.61,100,University of Texas Dallas
3502,107,154,163,3,0.6968,100,University of Texas Dallas
3503,104,156,167,3.5,0.57,100,University of Texas Dallas
3505,102,144,170,3,0.65,100,University of Texas Dallas
3506,108,146,170,3.5,0.7891,100,University of Texas Dallas
3507,114,156,161,4,0.808,10,University of Texas Dallas
3508,113,162,167,3,0.73,100,University of Texas Dallas
3509,104,156,158,3,0.6256,100,University of Texas Dallas
3511,97,130,170,3,0.71,100,University of Texas Dallas
3512,112,153,163,3,0.886,10,University of Texas Dallas
3513,85,130,130,7,0.709,10,University of Texas Dallas
3514,97,152,169,4,0.8,10,University of Texas Dallas
3515,95,145,165,3,0.833,10,University of Texas Dallas
3516,99,149,167,3,0.7745,100,University of Texas Dallas
3517,92,150,170,3,0.739,10,University of Texas Dallas
3518,106,164,163,4.5,0.942,10,University of Texas Dallas
3519,103,148,154,3.5,0.72,100,University of Texas Dallas
3520,86,146,159,3,0.6167,100,University of Texas Dallas
3521,107,156,159,3.5,0,0,University of Texas Dallas
3522,97,130,169,3.5,0.847,10,University of Texas Dallas
3523,110,157,165,4,0.623,100,University of Texas Dallas
3525,105,150,170,3.5,0.69,100,University of Texas Dallas
3526,114,154,158,3.5,0.864,10,University of Texas Dallas
3527,102,163,163,3,0.63,100,University of Texas Dallas
3528,101,148,157,3,0.65,100,University of Texas Dallas
3529,100,157,169,3,0.74,100,University of Texas Dallas
3530,94,145,130,3.5,0.795,100,University of Texas Dallas
3531,101,148,156,3,0.9075,4,University of Texas Dallas
3532,103,156,170,3.5,0.68,100,University of Texas Dallas
3533,107,162,130,3.5,0.686,100,University of Texas Dallas
3535,105,157,130,3,0.788,100,University of Texas Dallas
3536,94,150,162,3,0.6545,100,University of Texas Dallas
3537,98,149,159,3.5,0.716,10,University of Texas Dallas
3539,87,145,168,2.5,0.8,100,University of Texas Dallas
3541,86,149,163,3,0.808,100,University of Texas Dallas
3542,98,155,130,2.5,0.772,10,University of Texas Dallas
3543,91,149,163,3,0.72,100,University of Texas Dallas
3546,93,147,161,3,0.82,100,University of Texas Dallas
3547,100,130,130,4,0.75,10,University of Texas Dallas
3548,97,150,163,3.5,0.6421,100,University of Texas Dallas
3550,94,147,160,3,0.784,10,University of Texas Dallas
3551,109,155,169,3.5,0.8,100,University of Texas Dallas
3552,110,156,130,4,0.6339,100,University of Texas Dallas
3553,98,150,156,2.5,0.876,10,University of Texas Dallas
3554,93,152,170,3,0.61,10,University of Texas Dallas
3555,92,143,166,3,0.87,100,University of Texas Dallas
3556,103,152,168,3.5,0.8205,10,University of Texas Dallas
3557,103,146,154,3.5,0.8175,100,University of Texas Dallas
3558,93,147,161,3,0.745,100,University of Texas Dallas
3559,101,155,167,3,0.83,100,University of Texas Dallas
3560,95,152,163,3,0.67,100,University of Texas Dallas
3562,106,130,130,3,0.75,10,University of Texas Dallas
3563,105,148,161,3.5,0.72,100,University of Texas Dallas
3564,109,153,154,4,0.6326,100,University of Texas Dallas
3565,97,158,169,3.5,0.7632,100,University of Texas Dallas
3566,109,157,163,4.5,0.73,100,University of Texas Dallas
3567,100,145,152,3,0.82,10,University of Texas Dallas
3568,112,154,170,4.5,0.75,100,University of Texas Dallas
3569,118,155,163,4,0.898,10,University of Texas Dallas
3570,112,156,170,4.5,0.84,100,University of Texas Dallas
3571,99,151,159,3,0.7253,100,University of Texas Dallas
3572,110,146,164,4,0.79,100,University of Texas Dallas
3573,107,154,158,3.5,0.676,10,University of Texas Dallas
3575,108,152,167,3.5,0.901,10,University of Texas Dallas
3576,98,155,163,3.5,0.752,100,University of Texas Dallas
3578,108,160,166,4,0.781,10,University of Texas Dallas
3579,115,155,169,4,0.716,100,University of Texas Dallas
3581,99,152,170,3.5,0.65,100,University of Texas Dallas
3582,103,150,169,3,0.74,100,University of Texas Dallas
3583,99,152,170,3.5,0.65,100,University of Texas Dallas
3584,100,146,160,4.5,0.73,100,University of Texas Dallas
3585,103,130,170,4,0.882,10,University of Texas Dallas
3586,109,151,159,3.5,0.78,100,University of Texas Dallas
3588,110,153,167,3.5,0.8847,10,University of Texas Dallas
3589,95,151,166,3.5,0.76,10,University of Texas Dallas
3590,109,154,159,4.5,0.56,100,University of Texas Dallas
3591,110,150,158,3.5,0.68,10,University of Texas Dallas
3592,95,143,161,2.5,0.077,100,University of Texas Dallas
3593,97,145,130,3,0.87,10,University of Texas Dallas
3594,108,163,168,3.5,0.67,100,University of Texas Dallas
3595,99,156,130,3,0.5846,100,University of Texas Dallas
3596,106,130,130,3.5,0.794,10,University of Texas Dallas
3597,94,130,170,3.5,0.84,100,University of Texas Dallas
3598,107,130,130,4,0.75,10,University of Texas Dallas
3599,83,149,156,3,0.78,100,University of Texas Dallas
3600,95,142,161,3.5,0.857,10,University of Texas Dallas
3601,102,130,130,4,0.6752,100,University of Texas Dallas
3602,101,149,159,3,0.765,100,University of Texas Dallas
3603,102,147,170,3.5,0.6766,100,University of Texas Dallas
3604,90,153,157,3,0,0,University of Texas Dallas
3606,97,149,170,3,0.58,100,University of Texas Dallas
3607,110,152,159,4,0.62,100,University of Texas Dallas
3609,116,163,160,4,0,0,University of Texas Dallas
3611,112,153,169,3.5,0.63,100,University of Texas Dallas
3613,90,145,159,3,0.9328,10,University of Texas Dallas
3614,111,157,169,3.5,0.802,10,University of Texas Dallas
3615,103,149,169,3,0.82,100,University of Texas Dallas
3617,103,156,156,3.5,0.66,100,University of Texas Dallas
3618,110,162,170,3.5,0.61,100,University of Texas Dallas
3619,116,158,160,4.5,0.773,10,University of Texas Dallas
3621,115,160,164,4.5,0.745,100,University of Texas Dallas
3622,103,149,161,3,0.868,10,University of Texas Dallas
3623,102,145,161,3.5,0.782,10,University of Texas Dallas
3624,99,165,130,4,0.8,100,University of Texas Dallas
3625,107,151,161,3,0.64,100,University of Texas Dallas
3627,104,150,160,3.5,0.76,100,University of Texas Dallas
3628,98,147,169,3.5,0.7756,100,University of Texas Dallas
3630,112,153,161,4,0.82,100,University of Texas Dallas
3632,104,156,166,4.5,0.64,100,University of Texas Dallas
3633,99,155,170,3.5,0.7457,100,University of Texas Dallas
3636,118,130,170,4.5,0,0,University of Texas Dallas
3637,114,165,170,4.5,0.806,10,University of Texas Dallas
3638,85,146,158,3.5,0.74,100,University of Texas Dallas
3639,102,145,161,3,0.853,10,University of Texas Dallas
3640,115,164,130,3,0.8,10,University of Texas Dallas
3642,101,155,130,3.5,0.77,100,University of Texas Dallas
3643,111,154,161,3.5,0.875,10,University of Texas Dallas
3644,98,170,149,3.5,0.78,10,University of Texas Dallas
3645,116,157,167,3.5,0.755,10,University of Texas Dallas
3647,112,156,159,4,0.7786,100,University of Texas Dallas
3648,102,149,159,3,0.66,100,University of Texas Dallas
3649,104,145,157,3,0.623,100,University of Texas Dallas
3650,106,130,170,3,0.7363,100,University of Texas Dallas
3651,107,130,130,3.5,0.867,100,University of Texas Dallas
3652,107,149,130,4,0.66,100,University of Texas Dallas
3653,106,157,170,3,0.74,100,University of Texas Dallas
3654,100,151,156,4,0.952,10,University of Texas Dallas
3656,94,130,169,3.5,0.77,100,University of Texas Dallas
3658,106,150,160,3.5,0.72,100,University of Texas Dallas
3660,104,157,159,3.5,0.848,10,University of Texas Dallas
3661,110,152,160,3,0.867,10,University of Texas Dallas
3662,107,148,159,3.5,0.598,100,University of Texas Dallas
3663,115,154,165,4,0.775,10,University of Texas Dallas
3664,112,130,170,4,0.75,100,University of Texas Dallas
3668,110,152,169,3,0.85,100,University of Texas Dallas
3670,98,130,130,4,0.78,100,University of Texas Dallas
3671,101,143,170,3,0.927,10,University of Texas Dallas
3672,90,144,159,3,0.718,10,University of Texas Dallas
3673,108,157,130,3.5,0.75,100,University of Texas Dallas
3674,102,130,165,4,0,0,University of Texas Dallas
3676,102,155,157,3,0.67,100,University of Texas Dallas
3677,102,153,164,3,0.77,100,University of Texas Dallas
3678,105,130,130,4.5,0.83,100,University of Texas Dallas
3679,103,130,167,4,0,0,University of Texas Dallas
3680,113,159,166,4.5,0.6028,100,University of Texas Dallas
3681,110,167,157,3,0.6,10,University of Texas Dallas
3682,87,147,157,2.5,0.6467,100,University of Texas Dallas
3683,99,151,165,3.5,0.8,100,University of Texas Dallas
3684,97,148,162,4,0.71,100,University of Texas Dallas
3686,101,154,163,3.5,0.82,10,University of Texas Dallas
3687,88,147,167,3,0.72,100,University of Texas Dallas
3688,103,154,159,3.5,0.808,10,University of Texas Dallas
3689,99,130,170,3.5,0.795,100,University of Texas Dallas
3690,105,158,130,3.5,0.74,100,University of Texas Dallas
3691,110,164,170,4,0.87,10,University of Texas Dallas
3692,117,157,170,5.5,0.79,100,University of Texas Dallas
3693,104,153,164,3.5,0.78,10,University of Texas Dallas
3694,100,147,162,3.5,0.64,100,University of Texas Dallas
3695,116,165,130,4,0.941,10,University of Texas Dallas
3696,110,130,170,4,0.65,100,University of Texas Dallas
3697,96,149,158,3.5,0.6237,100,University of Texas Dallas
3698,84,143,160,2.5,0.6,100,University of Texas Dallas
3702,93,130,170,3.5,0.074,100,University of Texas Dallas
3703,113,155,164,3,0.571,10,University of Texas Dallas
3704,105,145,166,3,0.83,100,University of Texas Dallas
3705,103,152,155,3,0.63,100,University of Texas Dallas
3706,94,144,170,3.5,0.758,10,University of Texas Dallas
3707,107,130,170,3.5,0.88,10,University of Texas Dallas
3708,102,151,161,3.5,0.682,100,University of Texas Dallas
3709,87,145,155,3.5,0.7,100,University of Texas Dallas
3710,108,154,155,4,0.9,4,University of Texas Dallas
3712,107,159,162,3.5,0.5853,100,University of Texas Dallas
3713,105,143,157,4.5,0.83,100,University of Texas Dallas
3714,109,154,158,3,0.78,100,University of Texas Dallas
3715,118,157,170,4,0.879,10,University of Texas Dallas
3716,93,146,166,3,0.64,100,University of Texas Dallas
3718,98,130,130,3,0.738,100,University of Texas Dallas
3719,98,144,169,3,0.801,10,University of Texas Dallas
3720,98,151,163,4,0.74,100,University of Texas Dallas
3721,94,147,164,3,0.677,10,University of Texas Dallas
3722,91,130,166,3.5,0.65,100,University of Texas Dallas
3723,112,154,161,3.5,0.78,10,University of Texas Dallas
3724,93,152,168,3,0.8,100,University of Texas Dallas
3725,102,149,169,4,0.768,100,University of Texas Dallas
3727,100,157,170,3.5,0.81,10,University of Texas Dallas
3728,94,159,130,3,0.6324,100,University of Texas Dallas
3729,94,142,162,3,0.766,10,University of Texas Dallas
3730,112,159,166,4,0.6,100,University of Texas Dallas
3731,101,150,170,4.5,0.73,100,University of Texas Dallas
3733,104,144,158,3,0.0389,100,University of Texas Dallas
3734,108,146,170,3,0.9,10,University of Texas Dallas
3736,101,155,130,3,0.77,10,University of Texas Dallas
3737,99,149,163,4,0.928,10,University of Texas Dallas
3738,95,146,157,3,0.5,100,University of Texas Dallas
3739,109,158,161,3.5,0.79,100,University of Texas Dallas
3740,106,165,167,3.5,0.7,100,University of Texas Dallas
3741,106,142,169,3,0.7,100,University of Texas Dallas
3742,95,150,164,3.5,0.7218,100,University of Texas Dallas
3743,105,155,168,3,0.767,10,University of Texas Dallas
3744,110,159,162,3,0.857,10,University of Texas Dallas
3745,93,144,158,3,0.75,100,University of Texas Dallas
3746,104,155,162,3,0.635,100,University of Texas Dallas
3748,103,130,130,3,0.83,100,University of Texas Dallas
3750,99,143,162,3.5,0.874,10,University of Texas Dallas
3751,110,153,130,3,0.73,100,University of Texas Dallas
3752,107,130,130,3.5,0.58,100,University of Texas Dallas
3753,110,157,155,3.5,0.0942,100,University of Texas Dallas
3754,104,150,156,4,0.91,10,University of Texas Dallas
3755,94,156,130,2.5,0.6886,100,University of Texas Dallas
3756,93,130,130,3,0.862,10,University of Texas Dallas
3757,99,152,169,2.5,0.63,100,University of Texas Dallas
3758,97,153,169,3,0.63,100,University of Texas Dallas
3759,104,152,169,3,0.62,100,University of Texas Dallas
3760,109,151,162,4,0.792,10,University of Texas Dallas
3761,97,147,161,3,0.757,10,University of Texas Dallas
3763,97,145,164,3,0.872,10,University of Texas Dallas
3764,108,155,157,4.5,0.84,10,University of Texas Dallas
3765,87,151,160,3.5,0.794,10,University of Texas Dallas
3766,113,158,170,3.5,0.0828,100,University of Texas Dallas
3767,102,149,156,4,0.88,10,University of Texas Dallas
3768,111,165,165,4,0.784,10,University of Texas Dallas
3769,93,130,130,3,0,0,University of Texas Dallas
3770,104,140,170,2.5,0.74,100,University of Texas Dallas
3771,90,151,169,3.5,0.85,100,University of Texas Dallas
3772,110,158,163,4,0.6841,100,University of Texas Dallas
3773,103,149,165,3.5,0.73,100,University of Texas Dallas
3775,100,150,156,3,0.707,100,University of Texas Dallas
3776,105,155,160,3,0.727,10,University of Texas Dallas
3777,100,150,164,3,0.787,10,University of Texas Dallas
3779,88,130,130,3,0.68,100,University of Texas Dallas
3780,101,144,162,3.5,0.846,10,University of Texas Dallas
3781,94,151,164,3,0.764,100,University of Texas Dallas
3782,107,130,170,4,0.5957,100,University of Texas Dallas
3783,115,157,168,4,0.8,100,University of Texas Dallas
3784,109,157,162,3.5,0.823,10,University of Texas Dallas
3785,107,155,165,3.5,0.742,10,University of Texas Dallas
3786,100,154,163,3.5,0.8174,100,University of Texas Dallas
3787,89,130,165,3,0.732,10,University of Texas Dallas
3788,107,130,170,4.5,0.82,100,University of Texas Dallas
3789,98,153,170,3,0.867,10,University of Texas Dallas
3790,92,130,130,3,0.76,100,University of Texas Dallas
3791,105,148,160,3.5,0,0,University of Texas Dallas
3792,113,160,164,4.5,0.88,10,University of Texas Dallas
3793,107,159,159,4,0.73,10,University of Texas Dallas
3794,102,149,163,3.5,0.86,10,University of Texas Dallas
3795,96,156,168,3,0.749,10,University of Texas Dallas
3796,89,147,160,3,0.846,10,University of Texas Dallas
3797,94,146,165,3,0.835,10,University of Texas Dallas
3798,112,156,170,3,0.76,100,University of Texas Dallas
3799,104,149,158,3.5,0,0,University of Texas Dallas
3800,102,153,130,3,0.894,10,University of Texas Dallas
3802,105,150,170,4,0.745,100,University of Texas Dallas
3803,102,149,160,3,0.723,10,University of Texas Dallas
3804,105,148,161,4,0.719,10,University of Texas Dallas
3805,107,153,159,4,0.6,100,University of Texas Dallas
3806,114,158,164,3.5,0.843,10,University of Texas Dallas
3807,107,157,170,4,0.67,100,University of Texas Dallas
3808,110,156,157,4,0.731,100,University of Texas Dallas
3809,98,152,163,3.5,0.72,100,University of Texas Dallas
3810,100,167,130,3.5,0.613,100,University of Texas Dallas
3812,105,149,165,4,0.6,100,University of Texas Dallas
3813,108,130,169,4,0.836,10,University of Texas Dallas
3816,90,162,130,3,0.91,10,University of Texas Dallas
3818,98,148,162,3,0.79,100,University of Texas Dallas
3819,84,148,160,3.5,0.7502,100,University of Texas Dallas
3820,84,139,130,3,0.838,10,University of Texas Dallas
3821,111,154,164,4,0.7682,100,University of Texas Dallas
3822,113,130,169,3.5,0.87,10,University of Texas Dallas
3823,113,155,170,4.5,0.61,100,University of Texas Dallas
3824,114,153,158,4,0.861,10,University of Texas Dallas
3825,103,145,170,4,0.6,100,University of Texas Dallas
3826,100,145,160,3,0.6,10,University of Texas Dallas
3829,110,158,170,4,0.7182,100,University of Texas Dallas
3830,100,146,160,3,0.77,100,University of Texas Dallas
3831,115,158,161,4,0.785,100,University of Texas Dallas
3832,99,147,166,3,0.879,10,University of Texas Dallas
3834,102,144,158,3.5,0.9,4,University of Texas Dallas
3835,105,146,155,3.5,0.72,100,University of Texas Dallas
3836,101,151,130,3,0.766,10,University of Texas Dallas
3837,95,143,154,3.5,0,0,University of Texas Dallas
3838,106,148,167,4,0.81,10,University of Texas Dallas
3839,97,152,130,3.5,0.7,100,University of Texas Dallas
3840,87,130,130,3,0.64,100,University of Texas Dallas
